Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,9.0,9.0,9.0,9.0,3.407587,10000.0
2000-01-05,10.25,10.25,8.0,8.0,3.028967,0.0
2000-01-06,10.25,10.25,7.0,7.0,2.650346,0.0
2000-01-07,10.5,10.5,7.0,7.0,2.650346,0.0
2000-01-10,10.0,10.0,6.4,6.4,2.423174,0.0
2000-01-11,10.0,10.0,6.5,6.5,2.461035,0.0
2000-01-12,10.25,10.25,7.0,7.0,2.650346,0.0
2000-01-13,10.0,10.0,9.0,9.0,3.407587,0.0
2000-01-14,9.9,9.9,7.0,7.0,2.650346,0.0
2000-01-17,10.0,10.0,8.0,8.0,3.028967,0.0
2000-01-18,10.0,10.0,6.6,6.6,2.498897,0.0
2000-01-19,9.0,9.0,9.0,9.0,3.407587,2000.0
2000-01-20,10.0,10.0,9.0,9.0,3.407587,0.0
2000-01-21,10.0,10.0,8.0,8.0,3.028967,0.0
2000-01-24,11.0,11.0,9.0,9.0,3.407587,0.0
2000-01-25,10.0,10.0,9.0,9.0,3.407587,0.0
2000-01-26,10.5,10.5,8.3,8.3,3.142554,0.0
2000-01-27,10.5,10.5,6.5,6.5,2.461035,0.0
2000-01-28,10.25,10.25,9.0,9.0,3.407587,0.0
2000-01-31,9.9,9.9,9.0,9.0,3.407587,0.0
2000-02-01,9.9,9.9,8.2,8.2,3.104691,0.0
2000-02-02,10.0,10.0,7.0,7.0,2.650346,0.0
2000-02-03,10.0,10.0,8.2,8.2,3.104691,0.0
2000-02-04,11.0,11.0,6.6,6.6,2.498897,0.0
2000-02-07,9.9,9.9,8.8,8.8,3.331864,0.0
2000-02-08,9.9,9.9,9.1,9.1,3.44545,0.0
2000-02-09,9.0,9.0,9.0,9.0,3.407587,1100.0
2000-02-10,10.75,10.75,7.0,7.0,2.650346,0.0
2000-02-11,9.9,9.9,9.0,9.0,3.407587,0.0
2000-02-14,10.75,10.75,6.5,6.5,2.461035,0.0
2000-02-15,10.0,10.0,8.2,8.2,3.104691,0.0
2000-02-16,10.75,10.75,7.0,7.0,2.650346,0.0
2000-02-17,9.9,9.9,6.5,6.5,2.461035,0.0
2000-02-18,9.8,9.8,9.8,9.8,3.710485,200.0
2000-02-21,9.8,9.8,9.8,9.8,3.710485,0.0
2000-02-22,9.9,9.9,6.9,6.9,2.612484,0.0
2000-02-23,10.0,10.0,8.0,8.0,3.028967,0.0
2000-02-24,9.9,9.9,7.0,7.0,2.650346,0.0
2000-02-25,9.9,9.9,7.0,7.0,2.650346,0.0
2000-02-28,10.5,10.5,7.2,7.2,2.72607,0.0
2000-02-29,10.0,10.0,7.0,7.0,2.650346,0.0
2000-03-01,10.25,10.25,7.0,7.0,2.650346,0.0
2000-03-02,10.25,10.25,7.3,7.3,2.763932,0.0
2000-03-03,10.5,10.5,7.1,7.1,2.688208,0.0
2000-03-06,10.5,10.5,7.4,7.4,2.801794,0.0
2000-03-07,10.5,10.5,7.2,7.2,2.72607,0.0
