Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,12.5,12.5,12.5,12.5,9.000333,1000.0
2000-01-05,13.75,13.75,12.25,12.25,8.820328,0.0
2000-01-06,13.5,13.5,12.5,12.5,9.000333,0.0
2000-01-07,12.5,12.5,12.5,12.5,9.000333,1000.0
2000-01-10,13.75,13.75,12.5,12.5,9.000333,0.0
2000-01-11,12.5,12.5,12.5,12.5,9.000333,200.0
2000-01-12,13.5,13.5,12.5,12.5,9.000333,0.0
2000-01-13,12.25,12.25,12.0,12.0,8.640316,10000.0
2000-01-14,12.25,12.5,12.25,12.5,9.000333,10500.0
2000-01-17,13.25,13.25,12.25,12.25,8.820328,0.0
2000-01-18,13.0,13.0,12.5,12.5,9.000333,0.0
2000-01-19,13.0,13.0,12.25,12.25,8.820328,14400.0
2000-01-20,12.5,12.5,12.5,12.5,9.000333,53500.0
2000-01-21,12.5,12.5,12.5,12.5,9.000333,800.0
2000-01-24,12.5,12.5,12.25,12.25,8.820328,20000.0
2000-01-25,12.75,12.75,12.75,12.75,9.18034,1800.0
2000-01-26,12.5,12.75,12.5,12.5,9.000333,17000.0
2000-01-27,12.75,12.75,12.25,12.25,8.820328,0.0
2000-01-28,12.5,12.75,12.5,12.75,9.18034,11000.0
2000-01-31,13.0,13.0,12.5,12.5,9.000333,0.0
2000-02-01,13.0,13.0,12.5,12.5,9.000333,0.0
2000-02-02,13.0,13.0,12.5,12.5,9.000333,0.0
2000-02-03,12.75,12.75,12.0,12.0,8.640316,0.0
2000-02-04,13.0,13.0,12.0,12.0,8.640316,0.0
2000-02-07,13.25,13.25,12.25,12.25,8.820328,0.0
2000-02-08,13.25,13.25,12.25,12.25,8.820328,0.0
2000-02-09,12.0,12.25,12.0,12.25,8.820328,28600.0
2000-02-10,12.5,12.5,12.5,12.5,9.000333,1600.0
2000-02-11,13.25,13.25,12.25,12.25,8.820328,0.0
2000-02-14,13.25,13.25,13.25,13.25,9.540351,800.0
2000-02-15,13.5,13.5,12.5,12.5,9.000333,0.0
2000-02-16,14.0,14.0,14.0,14.0,10.080374,1500.0
2000-02-17,13.5,13.5,12.0,12.0,8.640316,0.0
2000-02-18,13.5,13.5,12.25,12.25,8.820328,0.0
2000-02-21,12.25,12.25,12.25,12.25,8.820328,0.0
2000-02-22,13.75,13.75,12.0,12.0,8.640316,0.0
2000-02-23,13.75,13.75,12.0,12.0,8.640316,0.0
2000-02-24,13.5,13.5,12.0,12.0,8.640316,0.0
