Date,Open,High,Low,Close,Adj Close,Volume
2016-12-23,10.2222,12.0,10.2222,12.0,11.981806,286575412
2016-12-26,12.9778,13.5111,11.5556,11.5556,11.53808,365319900
2016-12-27,12.0889,12.4444,10.6667,10.9333,10.916723,131588212
2016-12-28,10.9333,11.0222,10.1333,10.3111,10.295466,70552238
2016-12-29,10.4,10.9333,10.2222,10.4889,10.472997,43177612
2016-12-30,10.6667,11.1111,10.4,10.9333,10.916723,49999612
2017-01-04,10.9333,10.9333,10.3111,10.5778,10.561762,11319300
2017-01-05,10.4889,10.9333,10.4,10.8444,10.827958,13327088
2017-01-06,10.8444,10.9333,10.6667,10.9333,10.916723,5984888
2017-01-09,10.8444,10.8444,10.4,10.5778,10.561762,5812088
2017-01-10,10.5778,10.7556,10.4889,10.6667,10.650528,2232225
2017-01-11,10.6667,10.7556,10.5778,10.6667,10.650528,3277350
2017-01-12,10.5778,10.7556,10.5778,10.5778,10.561762,4398750
2017-01-16,10.5778,10.6667,10.4,10.5778,10.561762,3264862
2017-01-17,10.4889,11.2889,10.4889,11.0222,11.005487,20635425
2017-01-18,11.0222,11.3778,10.8444,10.9333,10.916723,10486575
2017-01-19,10.9333,11.0222,10.4,10.7556,10.739292,9013838
2017-01-20,10.6667,10.8444,10.5778,10.7556,10.739292,1406475
2017-01-23,10.8444,10.8444,10.6667,10.6667,10.650528,1612012
2017-01-24,10.8444,10.8444,10.6667,10.7556,10.739292,2417962
2017-01-25,10.8444,10.8444,10.6667,10.6667,10.650528,2265300
2017-01-26,10.6667,11.1111,10.6667,10.8444,10.827958,6155325
2017-01-27,10.7556,11.0222,10.7556,11.0222,11.005487,1309950
2017-01-30,10.9333,11.1111,10.8444,11.0222,11.005487,2696850
2017-01-31,11.0222,11.2,10.9333,11.0222,11.005487,4834800
2017-02-01,11.1111,11.1111,10.7556,10.8444,10.827958,1908900
2017-02-02,10.9333,11.0222,10.7556,10.8444,10.827958,1246500
2017-02-03,10.8444,11.1111,10.7556,11.0222,11.005487,2573212
2017-02-06,11.0222,11.6444,10.9333,11.6444,11.626745,18763988
2017-02-07,11.5556,11.5556,11.2,11.2889,11.271784,5498212
2017-02-08,11.2889,11.5556,11.2889,11.4667,11.449313,2460038
2017-02-09,11.4667,11.4667,11.0222,11.2889,11.271784,3226838
2017-02-10,11.2889,11.2889,11.1111,11.2,11.183019,1823062
2017-02-13,11.2,11.2,11.2,11.2,11.183019,0
2017-02-14,11.0222,11.0222,10.3111,10.4889,10.472997,12717000
2017-02-15,10.4889,10.4889,10.3111,10.4889,10.472997,2075512
2017-02-16,10.4889,10.5778,10.3111,10.4,10.384232,2111962
2017-02-17,10.4,10.5778,10.4,10.4889,10.472997,774338
2017-02-20,10.4889,10.5778,10.4,10.4889,10.472997,654525
2017-02-21,10.5778,10.5778,10.2222,10.4,10.384232,2978550
2017-02-22,10.4,10.4,10.2222,10.3111,10.295466,1488938
2017-02-23,10.4,10.4,10.2222,10.3111,10.295466,969862
2017-02-24,10.3111,10.4,9.51111,9.77778,9.762955,6338812
2017-02-27,9.51111,9.6,9.24444,9.6,9.585445,2472525
2017-02-28,9.6,9.6,9.33333,9.42222,9.407934,1048500
2017-03-01,9.51111,9.68889,9.42222,9.6,9.585445,3955725
2017-03-02,9.6,9.6,9.42222,9.6,9.585445,1683675
2017-03-03,9.51111,9.68889,9.51111,9.6,9.585445,2686950
2017-03-06,9.68889,10.0444,9.68889,9.86667,9.851709,14745150
2017-03-07,9.95556,10.0444,9.51111,9.51111,9.49669,5560538
2017-03-08,9.6,9.6,8.71111,8.97778,8.964168,13029188
2017-03-09,9.24444,9.24444,8.97778,9.06667,9.052923,4633425
2017-03-10,9.06667,9.15556,8.88889,8.88889,8.875413,2802600
2017-03-13,8.88889,8.88889,8.26667,8.31111,8.298509,6886012
2017-03-14,8.26667,8.44444,8.08889,8.26667,8.254136,11499300
2017-03-15,8.31111,8.35556,8.08889,8.17778,8.165381,4650075
2017-03-16,8.26667,8.66667,8.22222,8.48889,8.476019,11316600
2017-03-17,8.48889,8.97778,8.48889,8.75556,8.742285,18921600
2017-03-20,8.84444,8.97778,8.75556,8.88889,8.875413,6467962
2017-03-21,8.97778,9.06667,8.8,8.8,8.786657,6983325
2017-03-22,8.75556,8.8,8.66667,8.66667,8.65353,2047275
2017-03-23,8.71111,8.75556,8.48889,8.57778,8.564774,4319888
2017-03-24,8.53333,8.57778,8.44444,8.44444,8.431637,2468812
2017-03-27,8.44444,8.44444,8.35556,8.35556,8.342892,1972012
2017-03-28,8.4,8.71111,8.4,8.62222,8.609148,6993000
2017-03-29,8.62222,8.71111,8.62222,8.66667,8.65353,1319400
2017-03-30,8.66667,8.71111,8.48889,8.53333,8.520391,2058188
2017-03-31,8.53333,8.71111,8.53333,8.62222,8.609148,1365638
2017-04-03,8.62222,8.71111,8.57778,8.62222,8.609148,906188
2017-04-04,8.66667,8.71111,8.62222,8.62222,8.609148,854775
2017-04-05,8.66667,8.66667,8.44444,8.53333,8.520391,2911838
2017-04-07,8.53333,8.53333,8.44444,8.44444,8.431637,1464075
2017-04-10,8.44444,8.62222,8.44444,8.44444,8.431637,5170500
2017-04-11,8.48889,8.48889,8.31111,8.35556,8.342892,2643188
2017-04-12,8.35556,8.4,8.26667,8.26667,8.254136,2653312
2017-04-17,8.26667,8.44444,8.22222,8.31111,8.298509,1783575
2017-04-18,8.35556,8.44444,8.35556,8.35556,8.342892,1617412
2017-04-19,8.4,8.4,8.26667,8.35556,8.342892,1055812
2017-04-20,8.35556,8.35556,8.31111,8.31111,8.298509,513788
2017-04-21,8.31111,8.4,8.26667,8.4,8.387263,1322888
2017-04-24,8.44444,8.84444,8.4,8.84444,8.831031,13579650
2017-04-25,8.84444,8.88889,8.57778,8.62222,8.609148,5396288
2017-04-26,8.66667,8.66667,8.57778,8.62222,8.609148,1017338
2017-04-27,8.66667,9.33333,8.66667,9.24444,9.230424,17067375
2017-04-28,9.24444,9.6,9.24444,9.42222,9.407934,13189388
2017-05-02,9.42222,9.42222,9.15556,9.42222,9.407934,2953238
2017-05-03,9.42222,9.51111,9.24444,9.51111,9.49669,4634775
